id;label
25497;Marion
25498;Kassel, Entwurf zu einem Verbindungsbau zwischen den Häusern des Badbesitzers Stück an der Schlagd, Serie, Kopien
25499;Kassel, Entwurf zu einem Verbindungsbau zwischen den Häusern des Badbesitzers Stück an der Schlagd, Serie, Kopien Kassel, Entwurf zu einem Verbindungsbau zwischen den Häusern des Badbesitzers Stück an der Schlagd, Serie, Kopien/Kassel, Entwurf zu einem Verbindungsbau zwischen den Häusern des Badbesitzers Stück an der Schlagd, Situationsplan und Grundriss, Kopie
25500;Kassel, Entwurf zu einem Verbindungsbau zwischen den Häusern des Badbesitzers Stück an der Schlagd, Serie, Kopien Kassel, Entwurf zu einem Verbindungsbau zwischen den Häusern des Badbesitzers Stück an der Schlagd, Serie, Kopien/Kassel, Entwurf zu einem Verbindungsbau zwischen den Häusern des Badbesitzers Stück an der Schlagd, Aufrisse, Kopie
25501;Kassel, Entwurf zu einem Verbindungsbau zwischen den Häusern des Badbesitzers Stück an der Schlagd, Serie, Kopien Kassel, Entwurf zu einem Verbindungsbau zwischen den Häusern des Badbesitzers Stück an der Schlagd, Serie, Kopien/Kassel, Entwurf zu einem Verbindungsbau zwischen den Häusern des Badbesitzers Stück, Aufrisse
25502;Filmvorführapparat
25503;Das tote Kind
25504;Waldecke im Schnee
25505;Sohn Teddy mit Jojo und Vater
25506;Feuerwehr, Feuerspritze
25507;Weiter Himmel auf Föhr
25508;Marburg, ehemaliges Schloss der Landgrafen von Hessen, Rekonstruktion verschiedener Phasen
25509;"Friedrich Sengle, Professor der Neueren Deutschen Literatur in Marburg, bei einer Seminarfeier im ""Hansenhaus """
25510;Profil und Leiter
25511;Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie
25512;Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie/Kassel, Schloss Bellevue, Bauaufnahme, Grundriss des Kellergeschosses
25513;Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie/Kassel, Schloss Bellevue, Bauaufnahme, Grundriss des Mansardgeschosses
25514;Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie/Kassel, Palais Bellevue mit Nebengebäude, Bauaufnahme, Grundriss des Erdgeschosses
25515;Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie/Kassel, Palais Bellevue mit Nebengebäude, Bauaufnahme, Grundriss der Beletage
25516;Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie/Kassel, Palais Bellevue mit Nebengebäude, Bauaufnahme, Grundriss des zweiten Geschosses
25517;Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie/Kassel, Palais Bellevue, Bauaufnahme, Grundriss des Mansardgeschosses
25518;Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie/Kassel, Schloss Bellevue, Marstallhof mit Reithaus, Bauaufnahme, Grundriss des Erdgeschosses
25519;Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie Kassel, Schloss Bellevue mit Marstallhof, Bauaufnahme , Serie/Kassel, Schloss Bellevue, Marstall, Bauaufnahme, Grundriss des ersten Geschosses
25520;Heinrich Richard Hamann (1879-1961), Professor der Kunstgeschichte in Marburg
25521;Kassel, Karlsaue, Aueabhang mit dem Garten des Prinzen Georg, Bestandsaufnahme?, (unvollendeter) Situationsplan
25522;Sommerliche Landschaft mit Häusern bei Weimar
25523;Primizgäste
25524;Brief an Francis Ponge
25525;Berlin, Feuerwehr-Wagen
25526;Kanne mit Hand und Herz As
25527;Landschaft auf Föhr
25528;"Restaurator beim Versilbern des Wandstucks in den ""Ingelheimer Zimmern"" der Würzburger Residenz"
25529;Friedrich Sengle, Professor der Neueren Deutschen Literatur in Marburg, am Katheder des Audimax
25530;Kassel-Bettenhausen, Papiermühle und Fischhaus an der Losse, Bestandsaufnahme, Lageplan
25531;Marburg, ehemaliges Schloss der Landgrafen von Hessen, Modell der ersten Phase (um 1130) mit Wall, Graben, Palisadenzaun
25532;Kassel, Schloss Bellevue, Bestandsaufnahme, Serie
25533;Kassel, Schloss Bellevue, Bestandsaufnahme, Serie Kassel, Schloss Bellevue, Bestandsaufnahme, Serie/Kassel, Schloss Bellevue, Erläuterung zu den Plänen
25534;Kassel, Schloss Bellevue, Bestandsaufnahme, Serie Kassel, Schloss Bellevue, Bestandsaufnahme, Serie/Kassel, Schloss Bellevue, Bestandsaufnahme, Grundriss des Erdgeschosses
25535;Kassel, Schloss Bellevue, Bestandsaufnahme, Serie Kassel, Schloss Bellevue, Bestandsaufnahme, Serie/Kassel, Schloss Bellevue, Bestandsaufnahme, Grundriss der Beletage
25536;Kassel, Schloss Bellevue, Bestandsaufnahme, Serie Kassel, Schloss Bellevue, Bestandsaufnahme, Serie/Kassel, Schloss Bellevue, Marstall und Remisenhof, Bestandsaufnahme, Grundriss vom Erdgeschoss
25537;Kassel, Schloss Bellevue, Bestandsaufnahme, Serie Kassel, Schloss Bellevue, Bestandsaufnahme, Serie/Kassel, Schloss Bellevue, Fassade zur Frankfurter Straße, Bestandsaufnahme, Aufriss
25538;Kassel, Schloss Bellevue, Bestandsaufnahme, Serie Kassel, Schloss Bellevue, Bestandsaufnahme, Serie/Kassel, Schloss Bellevue, Fassade zur Wilhelmshöher Straße, Bestandsaufnahme, Aufriss
25539;Kassel, Schloss Bellevue, Bestandsaufnahme, Serie Kassel, Schloss Bellevue, Bestandsaufnahme, Serie/Kassel, Schloss Bellevue, Fassade zur Bellevue Straße (oberer Teil), Bestandsaufnahme, Aufriss
25540;Kassel, Schloss Bellevue, Bestandsaufnahme, Serie Kassel, Schloss Bellevue, Bestandsaufnahme, Serie/Kassel, Schloss Bellevue, Fassade der inneren Schlosshöfe, Bestandsaufnahme, Aufriss
25541;Kassel, Schloss Bellevue, Bestandsaufnahme, Serie Kassel, Schloss Bellevue, Bestandsaufnahme, Serie/Kassel, Schloss Bellevue, Fassade zur Bellevue Straße (unterer Teil), Bauaufnahme, Aufriss
25542;Kassel, Schloss Bellevue, Bestandsaufnahme, Serie Kassel, Schloss Bellevue, Bestandsaufnahme, Serie/Kassel, Schloss Bellevue, Fassade zur Georgenstraße, Bestandsaufnahme, Aufriss
25543;Kassel, Karlsaue, Menagerie, Bestandsaufnahme, Situationsplan
25544;"Frontispiz von Johannes Kunckels ""Ars Vitraria Experimentalis"""
25545;Helles splittert im Dunklen
25546;"Stuhl-Rückenlehnen; Ötztal, Tirol, Schwarzwald"
25547;Kleine Landschaft (Lahntal bei Goßfelden)
25548;Karlshafen, Arbeiterwohnhaus für Herrn Wenk, Entwurf, Aufriss und Grundriss
25549;Friedrich Sengle, Professor der Neueren Deutschen Literatur in Marburg, mit Studenten am Marburger Schloß
25550;Kassel, Packhof, Bauaufnahme
25551;Kassel, Packhof, Bauaufnahme Kassel, Packhof, Bauaufnahme/Kassel, Packhof, Bauaufnahme, Grundriss des Erdgeschosses
25552;Kassel, Packhof, Bauaufnahme Kassel, Packhof, Bauaufnahme/Kassel, Packhof, Bauaufnahme, Grundriss der Beletage
25553;Kassel, Packhof, Bauaufnahme Kassel, Packhof, Bauaufnahme/Kassel, Packhof, Bauaufnahme, Grundriss des zweiten Geschosses
25554;Eiterfeld, Ehemaliges Schloss Fürsteneck, Domäne, Schuppen, Entwurf, Aufriss, Schnitte und Grundriss
25555;Ohne Titel (KB. - 3/58)
25556;Tannenwald
25557;Stuhl-Rückenlehnen
25558;Norddeutsches Bauernhaus
25559;Flundertrocknerei
25560;Karlshafen, Hinterhaus des Schmiedemeisters Schwab, Entwurf, Aufriss und Grundrisse
25561;Johann Heinrich Christian von Selchow (1732-1795), 1783-1795 Professor der Rechte in Marburg
25562;Fragmente eines arretinisches Gefäßes mit Darstellung des Isiskultes (Terra Sigillata)
25563;Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie
25564;Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie/Kassel, Schloss Bellevue, Entwurf zum Reithaus für das Landesgestüt, Drittes Projekt, Aufriss
25565;Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie/Kassel, Schloss Bellevue, Entwurf zum Reithaus für das Landesgestüt, Drittes Projekt, Aufriss und Schnitt
25566;Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie/Kassel, Schloss Bellevue, Entwurf zum Reithaus für das Landesgestüt, Drittes Projekt, Grundriss des Gebälks und der Dachkonstruktion
25567;Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie/Kassel, Schloss Bellevue, Entwurf zum Reithaus für das Landesgestüt, Drittes Projekt, Grundriss
25568;Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie/Kassel, Schloss Bellevue, Entwurf zum Reithaus für das Landesgestüt, Viertes Projekt, Schnitt und Aufriss
25569;Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie/Kassel, Schloss Bellevue, Entwurf zum Reithaus für das Landesgestüt, Viertes Projekt, Grundriss
25570;Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie/Kassel, Schloss Bellevue, Entwurf zum Reithaus für das Landesgestüt, Fünftes Projekt, Aufrisse, Schnitt und Grundriss
25571;Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie/Kassel, Schloss Bellevue, Entwurf zum Reithaus für das Landesgestüt, Aufriss
25572;Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie/Kassel, Schloss Bellevue, Entwurf zum Reithaus für das Landesgestüt?, Schnitt
25573;Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie Kassel, Schloss Bellevue, Entwürfe zum Reithaus für das Landesgestüt, Serie/Kassel, Schloss Bellevue, Entwurf zum Reithaus für das Landesgestüt?, Entwurf, Grundriss
25574;Eiterfeld, Ehemaliges Schloss Fürsteneck, Domäne, Schuppen, Entwurf, Aufrisse und Grundriss
25575;Feuerwehr, Fuhrwerk
25576;Ohne Titel (Roma)
25577;Kinderspielplatz
25578;Dammbau in Dagebüll
25579;Viktualienmarkt
25580;Karlshafen, Stadt mit Umgebung, Bestandsaufnahme und Entwurf, Lageplan
25581;E. Schwinge, 1954 Rektor der Philipps-Universität und Professor der Rechte in Marburg
25582;Eiterfeld, Ehemaliges Schloss Fürsteneck, Domäne, Kuhstall und Schweinestall, Entwurf, Aufriss, Schnitt und Grundriss
25583;Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Serie
25584;Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Serie Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Serie/Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Grundriss des Rez de Chaussee
25585;Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Serie Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Serie/Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Grundriss der Beletage
25586;Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Serie Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Serie/Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Grundriss des zweiten Geschosses
25587;Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Serie Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Serie/Kassel, Eckhaus Königsstraße/Königsplatz, Bauaufnahme, Grundriss der Mansarde
25588;Nautilus mit Kugel und Glas
25589;Eiterfeld, Ehemaliges Schloss Fürsteneck, Domäne, Pferdestall, Entwurf, Schnitt und Grundriss
25590;Nagelsymphonie
25591;Waldhäusle (bei Hildrizhausen in Schönbuch)
25592;Venezianisches Konzert
25593;Johann Bathasar Schupp (1610-1661), 1635-1645 Professor der Philologie in Marburg
25594;Eiterfeld, Ehemaliges Schloss Fürsteneck, Domäne, Maschinen-Schuppen, Entwurf, Aufriss,Schnitte und Grundriss
25595;Töpfer in der alten Töpferei Rasch beim Kachelmachen (Friedland, Böhmen)
25596;Junge Leute an der Bar des Lido in Paris
25597;Karlshafen, Ziegelfabrik Schuckmann, Entwurf, Aufriss, Grundriss und Lageplan
25598;Justus Sinold, genannt Schütz (1592-1657), 1625-1650 Professor der Rechte in Marburg, später Kanzler in Gießen
25599;Hofgeismar-Gesundbrunnen, Gartenanlage am Friedrichsbad, Entwurf, Lageplan
25600;Cölbe, Giebelfenster im Kornboden
25601;Ulm, Ausbau der Befestigung württembergischer Teil, (rechts der Donau), Entwurf, Lageplan
25602;Der verlorene Sohn verschwendet sein Vermögen
25603;Cölbe bei Marburg, Bauernhaus
25604;Zeichnungen in einem Skizzenbuch: Landschaft
25605;Männergesangsverein?
25606;Wilhelm Herbst Schulze, 1892-1895 Professor der klassischen Philologie in Marburg, ab 1895 Prof. in Göttingen
25607;Entwurf zu einer Infanterie-Kaserne, akademische Studie, Aufriss, Schnitte und Grundrisse
25608;Eiterfeld, Ehemaliges Schloss Fürsteneck, Domäne, Schafstall, Umbauentwurf, Schnitte und Grundriss
25609;Frankfurt (Main), Ananashaus an der Orangerie des Kurfürstlichen Palais, Entwurf?, Aufriss und Grundriss
25610;Marburg, Physiologisches Institut, Umbauentwurf, Aufriss, Querschnitt und Grundrisse
25611;Kompositionsglas-Ziehhütte (Kukan bei Gablonz)
25612;"Stuhl-Rückenlehnen; Kreis Marburg, Hessen-Darmstadt, Elsass, Danzig-Werder"
25613;Junge Leute in einem Schwimmbassin im Lido in Paris
25614;Entwurf zum Ausbau von Arkaden hinter den Häusern am Steinweg für die Rennbahn des Landgrafenschlosses
25615;Walther Max Adrian Schücking (1875-1935), 1903-1920 Professor der Rechte in Marburg
25616;Karlshafen, Wohnhaus des Herrn Gessner, Umbauentwurf, Aufriss, Grundrisse und Lageplan
25617;Hofgeismar-Gesundbrunnen, Wilhelmsbad und Friedrichsbad mit Brunnenpavillon, Aufriss
25618;Battenberg (Eder), Neujägersdorf, die Kröge genannt, Bestandsaufnahme, Lageplan
25619;Der verlorene Sohn ziehet in ferne Lande
25620;Cölbe bei Marburg, Haus Naumann
25621;Der verlorene Sohn fordert das Seine
25622;Veckerhagen, Schloss, Entwurf, Serie
25623;Veckerhagen, Schloss, Entwurf, Serie Veckerhagen, Schloss, Entwurf, Serie/Veckerhagen, Schloss, Entwurf, Vogelperspektive
25624;Veckerhagen, Schloss, Entwurf, Serie Veckerhagen, Schloss, Entwurf, Serie/Veckerhagen, Schloss, Entwurf, Grundriss des Kellergeschosses
25625;Veckerhagen, Schloss, Entwurf, Serie Veckerhagen, Schloss, Entwurf, Serie/Veckerhagen, Schloss, Entwurf, Grundriss des Erdgeschosses
25626;Veckerhagen, Schloss, Entwurf, Serie Veckerhagen, Schloss, Entwurf, Serie/Veckerhagen, Schloss, Entwurf, Grundriss des Obergeschosses
25627;Veckerhagen, Schloss, Entwurf, Serie Veckerhagen, Schloss, Entwurf, Serie/Veckerhagen, Schloss, Entwurf, Grundriss des Dachgeschosses
25628;Zeichnungen in einem Skizzenbuch: Landschaft bei Strehlen (Dresden)
25629;Singende oder tanzende Frauen
25630;Kassel, Garde du Corps-Kaserne, Umbauentwurf, Situationsplan
25631;Frankfurt (Main), Orangerie am Kurfürstlichen Palais, Bauaufnahme, Aufriss, Grundriss und Querschnitt des Ananashauses
25632;Eiterfeld, Ehemaliges Schloss Fürsteneck, Domäne, Maschinen-Schuppen, Entwurf, Grundriss und Situationsplan
25633;Stuhl-Rückenlehnen, Hessische Bauernstühle (meist aus dem Gericht Schönstein bei Treysa)
25634;Kassel, Modellhaus am Königstor (projektiert), Entwurf, Serie
25635;Kassel, Modellhaus am Königstor (projektiert), Entwurf, Serie Kassel, Modellhaus am Königstor (projektiert), Entwurf, Serie/Kassel, Königstor (später Wilhelmshöher Tor) mit Neuem Modellhaus, Entwurf, Situationsplan
25636;Kassel, Modellhaus am Königstor (projektiert), Entwurf, Serie Kassel, Modellhaus am Königstor (projektiert), Entwurf, Serie/Kassel, Modellhaus am Königstor (projektiert), Entwurf, Schnitt und Grundriss
25637;Kassel, Modellhaus am Königstor (projektiert), Entwurf, Serie Kassel, Modellhaus am Königstor (projektiert), Entwurf, Serie/Kassel, Modellhaus am Königstor (projektiert), Entwurf, Grundriss des Obergeschosses
25638;Kassel, Modellhaus am Königstor (projektiert), Entwurf, Serie Kassel, Modellhaus am Königstor (projektiert), Entwurf, Serie/Kassel, Modellhaus am Königstor (projektiert), Entwurf, Aufriss
25639;Figur der heiligen Eliasbeth mit Kirchenmodell
25640;"Stuhl-Rückenlehnen; Elsass, Oberrhein, Danzig (Feuerwehr-Brandmeisterstuhl)"
25641;Johann Conrad Heusinger und seine Frau Anna
25642;Johann Conrad Heusinger und seine Frau Anna Johann Conrad Heusinger und seine Frau Anna/Johann Conrad Heusinger (1752-1820)
25643;Johann Conrad Heusinger und seine Frau Anna Johann Conrad Heusinger und seine Frau Anna/Anna Dorothea Friederike Heusinger (1758-1823)
25644;Karlshafen, Hinterhaus des Kaufmanns Ruh, Entwurf, Aufriss, Teilquerschnitt und Grundriss
25645;Zeichnungen in einem Skizzenbuch: Kleinkinder
25646;Asbach (Asbach-Sickenberg), Schule, Bestandsaufnahme?, Aufriss und Grundrisse
25647;Erinnerung an Bielefeld
25648;Physiologisches Institut
25649;Physiologisches Institut Physiologisches Institut/Treppenhaus
25650;Physiologisches Institut Physiologisches Institut/Kleiner Hörsaal
25651;Roda (Rosenthal Kreis Waldeck-Frankenberg), Evangelische Pfarrkirche, Umbauentwurf, Querschnitt
25652;Festzug in Niederwalgern
25653;Marburg, Fruchtmesser-Wohnung und der anstoßenden Militärgebäude des Deutschherrenhauses, Bauaufnahme, Aufriss
25654;Traditionelle japanische Teezeremonie
25655;Kassel, Kavalleriekaserne, Entwurf, Aufrisse
25656;Selbstbildnis des Malers Ludolf Ernst Andreas Lafontaine
25657;Statue des heiligen Jakob
25658;Frankfurt (Main), Stadt mit Befestigung und Umgebung, Bestandsaufnahme, Lageplan und Karte
25659;"Stuhl-Rückenlehnen; Hessen (Gericht Schönstein), Niederbayern"
25660;Konsolkapitelle mit Blattornamenten
25661;"Glasbläser an der Werkbank (Kompositionsglas-Ziehhütte; Kukan bei Gablonz an der Neiße)"
25662;Fassade eines venezianischen Palastes an einem Kanal
25663;Ath, Festung, Bestandsaufnahme, Grundriss und Profil
25664;Bieber (Biebergemünd), Hochofen, Bauaufnahme, Querschnitt
25665;Karlshafen, Lagerhaus und Stallgebäude für L. Brandes, Entwurf, Aufrisse und Grundriss
25666;Studienkopf
25667;Alte Anatomie
25668;Roda (Rosenthal Kreis Waldeck-Frankenberg), Evangelische Pfarrkirche, Umbauentwurf, Grundriss
25669;Dachau: Marmorkamin aus dem Schloss in Dachau
25670;Die badenden Männer
25671;Zurichtung von Kalkplatten im Solnhofener Steinbruch
25672;Kassel, Kommandantur an der Ecke Königsstraße/Opernplatz, Bauaufnahme, Aufrisse
25673;Marburg, Ehemalige Deutschordenskomturei, Fasanerie-Insel zwischen Mittelwasser und Mühlgraben, Bestandsaufnahme, Lageplan
25674;Eiterfeld, Ehemaliges Schloss Fürsteneck, Domäne, Kuhstall, Umbauentwurf, Grundrisse
25675;Krug mit Opferlamm
25676;Frankfurt (Main), Einsteighalle des Bahnhofs, Bauaufnahme, Querschnitt und Aufriss
25677;Festzug in Niederwalgern, Turn- und Sportverein
25678;Kassel, Oberneustadt, Erweiterungsentwurf am Weißensteiner Tor mit Pferdeschwemme und Druselkanal, Situationsplan
25679;Landschaft mit Verspottung der Ceres
25680;Aue (Schmalkalden), Eisenschmelz- und Puddelwerk, Bestandsaufnahme und Entwurf, Geländeprofil
25681;Goethemedaille für Kunst und Wissenschaft, verliehen an Carl Bantzer
25682;Kassel, Königliches Schauspielhaus (Altes Hoftheater), Umbauentwurf zum Zuschauerhaus, Schnitt
25683;Hofgeismar-Gesundbrunnen, Badeanlage mit Park, Bestandsaufnahme, Lageplan
25684;Türbeschlag aus dem Rittersaal des Marburger Schlosses
25685;Marburg, Barfüsserstrasse 27, Treppendetail
25686;"Zeichnungen in einem Skizzenbuch: Kleinkind und Studien zu ""Wallfahrer am Grabe der heiligen Elisabeth"""
25687;Marschlandschaft auf Föhr
25688;Benjamin
25689;Studie aus einer alten Werkstatt (Neustadt a. d. Tafelfichte , Sudetenland)
25690;Conrad Moench (1744-1805), Professor der Botanik in Marburg
25691;Vermessung im Schutthaufen
25692;Kassel, Aueabhang, Prinz-Georg-Garten, Umgestaltungsentwurf, Grundriss
25693;Innenraum
25694;Kassel, Oberneustadt, Bestandsaufnahme?, Situationsplan
25695;Cicero
25696;Kassel, Königliches Schauspielhaus (Altes Hoftheater), Umbauentwurf zum Zuschauerhaus, Schnitte
25697;Aue (Schmalkalden), Eisenschmelz- und Puddelwerk, Entwurf zum Hochofengebäude, Aufriss
25698;Hofgeismar-Gesundbrunnen?, Entwurf zu einer Kolonnade am Brunnentempel?, Aufriss und Grundriss
25699;Studie des Wohn- und Arbeitsraumes des Säge- und Sense-Schmiedes Legler (Neustadt a. d. Tafelfichte , Sudetenland)
25700;Christenberg im Burgwald: Taufbecken
25701;Marburg, Barfüsserstrasse 40, Treppendetail
25702;Bildnis Arnold Bantzer als Kind
25703;Die Ehefrau von Conrad Moench (1744-1805), Professor der Botanik in Marburg
25704;Frankfurt (Main), Entwurf für ein Stallgebäude am Zirkelbau beim ehemaligen Kurfürstlichen Palais, Aufrisse und Grundriss
25705;Brautstuhl, datiert 1839, bezeichnet: Martha Elisabeth Stecher (im Besitz des Freiherrn Riedesel, Schloss Eisenbach)
25706;Hessische Landesausstellung Darmstadt
25707;Statue der heiligen Elisabeth mit Bettler
25708;Kassel, Entwurf zu einem Wohnhaus neben dem Palais Hessen-Rotenburg, Grundrisse von Beletage und Erdgeschoss (Klapptektur)
25709;Villa Hensel
25710;Krug mit Hirsch
25711;Karlshafen, Ziegelfabrik Schuckmann, Entwurf zum Arbeiterwohnhaus und Magazin, Aufrisse, Lageplan und Grundrisse
25712;Siegel des Conrad von Schöneberg, angehängt an eine Urkunde des Klosters Lippoldsberg vom 11.01.1234
25713;Gewandstudien und Bildnis Claire Bantzer
25714;Karlshafen, Entwurf zum Packhaus ?, Aufriss
25715;Cloppenburg: Backhaus
25716;Kassel, Oberneustadt, Bestandsaufnahme und Entwurf, Situationsplan
25717;Figürliche Studie des Säge- und Sense-Schmiedes Legler (Neustadt a. d. Tafelfichte , Sudetenland)
25718;Marburg, Gehrens Gässchen Nummer 1, Tür
25719;Marburg, Alte Universität, Treppenanlage, Südseite, Bestandsaufnahme, Aufrisse
25720;Mutter
25721;Frankfurt (Main), Treibhaus am Zirkelbau beim Kurfürstlichen Palais, Bestandsaufnahme und Umgestaltungsentwurf, Aufriss und Grundriss
25722;Exlibris Otto Loewi
25723;Kassel, Artilleriekaserne, Südöstlicher Pavillon, Bauaufnahme, Aufriss, Schnitt und Grundrisse
25724;Pelikanstühle, Oberhessen
25725;Krug mit Pfau
25726;Töpfer an der alten Drehscheibe in der Töpferei Rasch (Friedland, Böhmen)
25727;Siegel von Kloster Berich
25728;Aue (Schmalkalden), Eisenschmelz- und Puddelwerk, Entwurf zum Hochofengebäude, Grundriss
25729;Karlshafen, Maschinenhaus und Ziegelei Schuckmann, Entwurf, Aufrisse, Grundriss, Lageplan
25730;Klavierspielerin
25731;unbekannter Ort, Entwurf zu einem Palais?, Aufriss
25732;Kassel, Frankfurter Tor, Bauaufnahme?, Situationsplan
25733;Cölbe, Wetterfahne
25734;Kumpel
25735;Partie am Scharmützelsee bei Saarow
25736;Frankfurt (Main), Wohnhaus in der Stangengasse?, Bauaufnahme, Grundriss, Querschnitt und Details
25737;Entwurf zu einer Infanterie-Kaserne, akademische Studie, Grundriss des Erdgeschosses
25738;Speisezimmer
25739;Doppeladlerstühle, Oberhessen, 18. und 19. Jahrhundert
25740;Landkarte
25741;Bach im Vorfrühling
25742;Immichenhain (Ottrau), Staatsdomäne (Schweinestall), Umbauentwurf, Grundrisse, Querschnitte, Aufriss, Längsschnitt und Lageplan
25743;Immichenhain (Ottrau), Staatsdomäne (Schweinestall), Umbauentwurf, Grundrisse, Querschnitte, Aufriss, Längsschnitt und Lageplan Immichenhain (Ottrau), Staatsdomäne (Schweinestall), Umbauentwurf, Grundrisse, Querschnitte, Aufriss, Längsschnitt und Lageplan/Immichenhain (Ottrau), Staatsdomäne (Schweinestall), Umbauentwurf, Grundrisse
25744;Immichenhain (Ottrau), Staatsdomäne (Schweinestall), Umbauentwurf, Grundrisse, Querschnitte, Aufriss, Längsschnitt und Lageplan Immichenhain (Ottrau), Staatsdomäne (Schweinestall), Umbauentwurf, Grundrisse, Querschnitte, Aufriss, Längsschnitt und Lageplan/Immichenhain (Ottrau), Staatsdomäne (Schweinestall), Umbauentwurf, Querschnitte, Aufriss, Längsschnitt und Lageplan
25745;"Zeichnung in einem Skizzenbuch: betende Frau (Studie zu ""Wallfahrer am Grabe der heiligen Elisabeth"")"
25746;Pferdewagen eines Straßenhändlers
25747;Doppelhenkelschale mit Deckel
25748;Kassel, Gebäude in der Oberneustadt und der Altstadt, Bestandsaufnahmen, Aufrisse
25749;Kassel, Gebäude in der Oberneustadt und der Altstadt, Bestandsaufnahmen, Aufrisse Kassel, Gebäude in der Oberneustadt und der Altstadt, Bestandsaufnahmen, Aufrisse/Kassel, Wohnhaus Du Ry an der Königsstraße, Bauaufnahme, Aufriss
25750;Kassel, Gebäude in der Oberneustadt und der Altstadt, Bestandsaufnahmen, Aufrisse Kassel, Gebäude in der Oberneustadt und der Altstadt, Bestandsaufnahmen, Aufrisse/Kassel, Wohnhaus Du Ry an der Königsstraße, Bauaufnahme, Aufriss der Seitenfassade
25751;Kassel, Gebäude in der Oberneustadt und der Altstadt, Bestandsaufnahmen, Aufrisse Kassel, Gebäude in der Oberneustadt und der Altstadt, Bestandsaufnahmen, Aufrisse/Kassel, Haus des Fuhrmann Kropff in der Königsstraße, Bauaufnahme, Aufriss
25752;Kassel, Gebäude in der Oberneustadt und der Altstadt, Bestandsaufnahmen, Aufrisse Kassel, Gebäude in der Oberneustadt und der Altstadt, Bestandsaufnahmen, Aufrisse/Kassel, Posthaus am Königsplatz, Bauaufnahme, Aufriss
